severity,issue_type,track_id,title,artist,details,suggested_fix
medium,embedding_missing,2ce50cdd9a15f0e10ccb029fc7ad40170e50727e554b4993cb87b31c34ea0d5f,Havana,Camila Cabello;Young Thug,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,04b70002748349f51a59a38c628a83c67a388b23d0346d350b98976150d740de,Prada,cassö;RAYE;D-Block Europe,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,04b70002748349f51a59a38c628a83c67a388b23d0346d350b98976150d740de,Prada,cassö;RAYE;D-Block Europe,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,b20627ff04546464a40873c8b8cdf470c1956cc26065b5f47a6f0c9326f8eb9f,Casual (Explicit),Chappell Roan,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,b20627ff04546464a40873c8b8cdf470c1956cc26065b5f47a6f0c9326f8eb9f,Casual (Explicit),Chappell Roan,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,164a587eca9103f853d8d389e4ba898dc0bbe7e472cb52079bd5dc22abe0d762,"Good Luck, Babe!",Chappell Roan,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,164a587eca9103f853d8d389e4ba898dc0bbe7e472cb52079bd5dc22abe0d762,"Good Luck, Babe!",Chappell Roan,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,764cc6c9729e065b54d86c8b0a458e66ec43c120951c08f289122be78f34c5e3,HOT TO GO!,Chappell Roan,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,764cc6c9729e065b54d86c8b0a458e66ec43c120951c08f289122be78f34c5e3,HOT TO GO!,Chappell Roan,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,ee5ab277320b432637e0a2b997010805f9cf826d748ddfd6018935f08d6b9336,Pink Pony Club,Chappell Roan,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,ee5ab277320b432637e0a2b997010805f9cf826d748ddfd6018935f08d6b9336,Pink Pony Club,Chappell Roan,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,3ed28a61e1aa0c4a22b185338dd4de92f0fb30242047e1cd9174a6430c077018,Super Graphic Ultra Modern Girl,Chappell Roan,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,3ed28a61e1aa0c4a22b185338dd4de92f0fb30242047e1cd9174a6430c077018,Super Graphic Ultra Modern Girl,Chappell Roan,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,68a16095271b66d55e1c8dac3a1250e05125a42bf8bf288bc9b77e061259e53a,360 (Explicit),Charli xcx,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,68a16095271b66d55e1c8dac3a1250e05125a42bf8bf288bc9b77e061259e53a,360 (Explicit),Charli xcx,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,0dc4b82d3c3eb14d41b6eaee6ff149847f434596413015394feb0c14c341b5cc,Apple,Charli xcx,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,0dc4b82d3c3eb14d41b6eaee6ff149847f434596413015394feb0c14c341b5cc,Apple,Charli xcx,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,0dc4b82d3c3eb14d41b6eaee6ff149847f434596413015394feb0c14c341b5cc,Apple,Charli xcx,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,17d3bb09a7e2e0326fa925e54f109d6f8c6a657f8f4dada89c59f6e337d95037,Apple,Charli xcx,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,17d3bb09a7e2e0326fa925e54f109d6f8c6a657f8f4dada89c59f6e337d95037,Apple,Charli xcx,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,17d3bb09a7e2e0326fa925e54f109d6f8c6a657f8f4dada89c59f6e337d95037,Apple,Charli xcx,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,19276fcb7b430200f53763bbf6a7dcbd83361f1d75dc26787f9747252f29b70c,Guess,Charli xcx,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,19276fcb7b430200f53763bbf6a7dcbd83361f1d75dc26787f9747252f29b70c,Guess,Charli xcx,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,d5605ab076023d3d79a5bff7c37ef1f3095675d73a2b4d49378191aeb595ea92,Von dutch (Explicit),Charli xcx,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,d5605ab076023d3d79a5bff7c37ef1f3095675d73a2b4d49378191aeb595ea92,Von dutch (Explicit),Charli xcx,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,0ff9b29122bf131f7d8c8c9f4f2b42c1be696e8dbd4c84d5c33293f86cddeae1,"Girl, so confusing (2025科切拉音乐节现场)",Charli xcx、Lorde,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,0ff9b29122bf131f7d8c8c9f4f2b42c1be696e8dbd4c84d5c33293f86cddeae1,"Girl, so confusing (2025科切拉音乐节现场)",Charli xcx、Lorde,BPM not analyzed.,Generate embedding when library grows
low,bad_quality,0ff9b29122bf131f7d8c8c9f4f2b42c1be696e8dbd4c84d5c33293f86cddeae1,"Girl, so confusing (2025科切拉音乐节现场)",Charli xcx、Lorde,BPM not analyzed.,Replace with higher bitrate source if available
medium,missing_bpm,8e8329b969ff9991b8e7a4d33e9a2fb63a024b74e9861d26ff8b200b2f641221,Guess featuring Billie Eilish,Charli xcx;Billie Eilish,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,8e8329b969ff9991b8e7a4d33e9a2fb63a024b74e9861d26ff8b200b2f641221,Guess featuring Billie Eilish,Charli xcx;Billie Eilish,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,a29f25fec07f10054856f18116c3c7ae680a81fe0926aed7f6de6c0b1ed6f8ae,Attention,Charlie Puth,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,a29f25fec07f10054856f18116c3c7ae680a81fe0926aed7f6de6c0b1ed6f8ae,Attention,Charlie Puth,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,8e5ad0dbc01deefa435a3c8c4d8e75b7c27f2df098c3049cb42a42bd92ecdf5c,Light Switch,Charlie Puth,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,8e5ad0dbc01deefa435a3c8c4d8e75b7c27f2df098c3049cb42a42bd92ecdf5c,Light Switch,Charlie Puth,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,747410d9fc3f237172018ada4d0be132ffabe12e9c6843d6fcc255d8a44c28db,Spinnin,Connor Price;Bens,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,747410d9fc3f237172018ada4d0be132ffabe12e9c6843d6fcc255d8a44c28db,Spinnin,Connor Price;Bens,BPM not analyzed.,Generate embedding when library grows
low,bad_quality,747410d9fc3f237172018ada4d0be132ffabe12e9c6843d6fcc255d8a44c28db,Spinnin,Connor Price;Bens,BPM not analyzed.,Replace with higher bitrate source if available
medium,missing_bpm,077f7af7c328a0004cf27243b14b2c9e615ae94c667c81eb0d9f510a7328dec3,Trendsetter,Connor Price;Haviah Mighty,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,077f7af7c328a0004cf27243b14b2c9e615ae94c667c81eb0d9f510a7328dec3,Trendsetter,Connor Price;Haviah Mighty,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,52129e457658dbf8ddb2c1986eda17260ae4e49dc74bf5dc7c618cb2b7f8c27e,Drop,Connor Price;Zensery,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,52129e457658dbf8ddb2c1986eda17260ae4e49dc74bf5dc7c618cb2b7f8c27e,Drop,Connor Price;Zensery,BPM not analyzed.,Generate embedding when library grows
high,partial_tags,2761dba7431af1e8dd587921ed0297864c1d0cefd689216f79d696837b1f2855,Middle,DJ Snake;Bipolar Sunshine,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,2761dba7431af1e8dd587921ed0297864c1d0cefd689216f79d696837b1f2855,Middle,DJ Snake;Bipolar Sunshine,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,2761dba7431af1e8dd587921ed0297864c1d0cefd689216f79d696837b1f2855,Middle,DJ Snake;Bipolar Sunshine,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,2761dba7431af1e8dd587921ed0297864c1d0cefd689216f79d696837b1f2855,Middle,DJ Snake;Bipolar Sunshine,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
medium,missing_bpm,ed1a95a83258352003cf3fca8e47b6e96edcd9eda4364c524c71ccb71d2cf2e0,Turn Down For What,DJ Snake;Lil Jon,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,ed1a95a83258352003cf3fca8e47b6e96edcd9eda4364c524c71ccb71d2cf2e0,Turn Down For What,DJ Snake;Lil Jon,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,70fba6691c6def7f4390e7434342aa574dfd0767ac4a9e1cac93d9868d1f6469,Agora Hills,Doja Cat,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,70fba6691c6def7f4390e7434342aa574dfd0767ac4a9e1cac93d9868d1f6469,Agora Hills,Doja Cat,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,ee21a86303b8fdcef481a1caec9aa99ad5d45c52441d405f0930322b3c32fc4e,Agora Hills (Explicit),Doja Cat,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,ee21a86303b8fdcef481a1caec9aa99ad5d45c52441d405f0930322b3c32fc4e,Agora Hills (Explicit),Doja Cat,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,18708d26cf4b86598aef046f2f5044bafe94a09fd2206ffffeb0437862788e24,Boss Bitch,Doja Cat,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,18708d26cf4b86598aef046f2f5044bafe94a09fd2206ffffeb0437862788e24,Boss Bitch,Doja Cat,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,1968fd851b453639bd6222fea331156049a5170d58e445c004db0081350d6054,Demons,Doja Cat,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,1968fd851b453639bd6222fea331156049a5170d58e445c004db0081350d6054,Demons,Doja Cat,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,3ccddad387dcc1110c5720ab6f3b76afe6a9d14a29029c925785ae1e3fe1b97d,Paint The Town Red (Instrumental),Doja Cat,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,3ccddad387dcc1110c5720ab6f3b76afe6a9d14a29029c925785ae1e3fe1b97d,Paint The Town Red (Instrumental),Doja Cat,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,3ccddad387dcc1110c5720ab6f3b76afe6a9d14a29029c925785ae1e3fe1b97d,Paint The Town Red (Instrumental),Doja Cat,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,3ea7ff1bc8839664e73bd27a69ebb5c409cb5f91e6fc228a665a3e62c63b29e5,Paint The Town Red (Instrumental),Doja Cat,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,3ea7ff1bc8839664e73bd27a69ebb5c409cb5f91e6fc228a665a3e62c63b29e5,Paint The Town Red (Instrumental),Doja Cat,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,3ea7ff1bc8839664e73bd27a69ebb5c409cb5f91e6fc228a665a3e62c63b29e5,Paint The Town Red (Instrumental),Doja Cat,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,d6839900189400d46fdc276dd6008867b70c796fba291ce8070b31da2cdcc325,Say So,Doja Cat,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,d6839900189400d46fdc276dd6008867b70c796fba291ce8070b31da2cdcc325,Say So,Doja Cat,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,1a7cefe788d9aa91bd3cd5d1a8c7e0411e0fc3d367ce9ce3117624f9d5622f7b,Woman,Doja Cat,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,1a7cefe788d9aa91bd3cd5d1a8c7e0411e0fc3d367ce9ce3117624f9d5622f7b,Woman,Doja Cat,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,1a7cefe788d9aa91bd3cd5d1a8c7e0411e0fc3d367ce9ce3117624f9d5622f7b,Woman,Doja Cat,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,e2140d5b95c19d0bbe5aca4798f8e741cd7c17ff787986acbc52a634fc688f49,Woman,Doja Cat,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,e2140d5b95c19d0bbe5aca4798f8e741cd7c17ff787986acbc52a634fc688f49,Woman,Doja Cat,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,e2140d5b95c19d0bbe5aca4798f8e741cd7c17ff787986acbc52a634fc688f49,Woman,Doja Cat,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,f28a0bcb852678d92b9c4a41e024934fcbbb57adafc64b95bb55aab200ce4472,Break My Heart,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,f28a0bcb852678d92b9c4a41e024934fcbbb57adafc64b95bb55aab200ce4472,Break My Heart,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,ac63a31b99a4169f82989f98ff2cae4114ea0dcbac90616da6218f82fb3785fc,Dance The Night,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,ac63a31b99a4169f82989f98ff2cae4114ea0dcbac90616da6218f82fb3785fc,Dance The Night,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,ac63a31b99a4169f82989f98ff2cae4114ea0dcbac90616da6218f82fb3785fc,Dance The Night,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,d45beb0801ed4edc72aefdec4dbb4f31f3b5151ec462a55874f540f7c0ea338f,Dance The Night,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,d45beb0801ed4edc72aefdec4dbb4f31f3b5151ec462a55874f540f7c0ea338f,Dance The Night,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,d45beb0801ed4edc72aefdec4dbb4f31f3b5151ec462a55874f540f7c0ea338f,Dance The Night,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,36476579f00a2e898d5e32fcadb062ff4d7c6a573628980cc9f1d3b58e8139fd,Don't Start Now,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,36476579f00a2e898d5e32fcadb062ff4d7c6a573628980cc9f1d3b58e8139fd,Don't Start Now,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,36476579f00a2e898d5e32fcadb062ff4d7c6a573628980cc9f1d3b58e8139fd,Don't Start Now,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,b30f1d95423cd7b86e9bf696a4203a6b7334d62c5ed58279f3c9b7b33901abaa,Don't Start Now,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,b30f1d95423cd7b86e9bf696a4203a6b7334d62c5ed58279f3c9b7b33901abaa,Don't Start Now,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,b30f1d95423cd7b86e9bf696a4203a6b7334d62c5ed58279f3c9b7b33901abaa,Don't Start Now,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,97bf34bb0a05f9fee7b16c641687e511ebba7ffa860af3df93701998fdecc380,Hallucinate,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,97bf34bb0a05f9fee7b16c641687e511ebba7ffa860af3df93701998fdecc380,Hallucinate,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,d756f70876968e03d0ad81dadaa847a76967632edb57d8b56bfbc563366f6942,Houdini,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,d756f70876968e03d0ad81dadaa847a76967632edb57d8b56bfbc563366f6942,Houdini,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,d756f70876968e03d0ad81dadaa847a76967632edb57d8b56bfbc563366f6942,Houdini,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,f8e76d6247b036e70083597003efe6e7ce6554aadf24b938e3bb111a95a9fb92,Houdini,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,f8e76d6247b036e70083597003efe6e7ce6554aadf24b938e3bb111a95a9fb92,Houdini,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,f8e76d6247b036e70083597003efe6e7ce6554aadf24b938e3bb111a95a9fb92,Houdini,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,11b36a9891865861761dec4a582f8833cf911ac32f4a56a8b2a3b1cf40abd4c3,Illusion,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,11b36a9891865861761dec4a582f8833cf911ac32f4a56a8b2a3b1cf40abd4c3,Illusion,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,11b36a9891865861761dec4a582f8833cf911ac32f4a56a8b2a3b1cf40abd4c3,Illusion,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,e81d4452199a823dcf04c2556b098941519b3ddc911a1338ba5f36d4444cbfb9,Illusion,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,e81d4452199a823dcf04c2556b098941519b3ddc911a1338ba5f36d4444cbfb9,Illusion,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,e81d4452199a823dcf04c2556b098941519b3ddc911a1338ba5f36d4444cbfb9,Illusion,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,299e2c98f6b9942dca982c38e2baa78efaee3ef7c2e2bb9dee8115f08e8b398b,Levitating,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,299e2c98f6b9942dca982c38e2baa78efaee3ef7c2e2bb9dee8115f08e8b398b,Levitating,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,299e2c98f6b9942dca982c38e2baa78efaee3ef7c2e2bb9dee8115f08e8b398b,Levitating,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,bd63c564bb2c7e344fb4ccbd099d1324b104d0992d0541804a20748c00f56643,Levitating,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,bd63c564bb2c7e344fb4ccbd099d1324b104d0992d0541804a20748c00f56643,Levitating,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,bd63c564bb2c7e344fb4ccbd099d1324b104d0992d0541804a20748c00f56643,Levitating,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,9479c5b513bf5250787bce130f8e5e8eb6d21497f591e92b4643914cd3a263cb,Physical,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,9479c5b513bf5250787bce130f8e5e8eb6d21497f591e92b4643914cd3a263cb,Physical,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,9479c5b513bf5250787bce130f8e5e8eb6d21497f591e92b4643914cd3a263cb,Physical,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,c4d7f86cee417e126269a9f5d15b320f5134e68bb30aac584537427a02aaddb9,Physical,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,c4d7f86cee417e126269a9f5d15b320f5134e68bb30aac584537427a02aaddb9,Physical,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,c4d7f86cee417e126269a9f5d15b320f5134e68bb30aac584537427a02aaddb9,Physical,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,35ab60df9c714e1d2137c4fcbb73423ed9b5682e04bc83eb65f9c129fc8a3bcd,Training Season,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,35ab60df9c714e1d2137c4fcbb73423ed9b5682e04bc83eb65f9c129fc8a3bcd,Training Season,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,35ab60df9c714e1d2137c4fcbb73423ed9b5682e04bc83eb65f9c129fc8a3bcd,Training Season,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,ffe9939924793888b71940f679a6192679c4950bfbd1ffe5f262d74e33019935,Training Season,Dua Lipa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,ffe9939924793888b71940f679a6192679c4950bfbd1ffe5f262d74e33019935,Training Season,Dua Lipa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,ffe9939924793888b71940f679a6192679c4950bfbd1ffe5f262d74e33019935,Training Season,Dua Lipa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,99a8fa129a969e1c5a4cdde35f6c36f1effb9544e0b1647afc8e17c8c5788b23,Bad Habits,Ed Sheeran,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,99a8fa129a969e1c5a4cdde35f6c36f1effb9544e0b1647afc8e17c8c5788b23,Bad Habits,Ed Sheeran,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,6934843b49e470f328d309c6711736109babeebc10e29cba03bff20aad295b74,Eyes Closed,Ed Sheeran,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,6934843b49e470f328d309c6711736109babeebc10e29cba03bff20aad295b74,Eyes Closed,Ed Sheeran,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,7ec8bf6061c473aeabef26f8f73fbeed712d03590b87f327f3ae0984f7e3c6bd,Shivers,Ed Sheeran,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,7ec8bf6061c473aeabef26f8f73fbeed712d03590b87f327f3ae0984f7e3c6bd,Shivers,Ed Sheeran,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,2d3de4d625a91b67ad14cfa42c93dfb7e861df13f7e4f561d1164bf79d5e3b34,Cupid,FIFTY FIFTY,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,2d3de4d625a91b67ad14cfa42c93dfb7e861df13f7e4f561d1164bf79d5e3b34,Cupid,FIFTY FIFTY,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,5b739b6472c48d751b76457b07c977af5950c415b711e968bddf97722613f59b,UP!,Forrest Frank;Connor Price,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,5b739b6472c48d751b76457b07c977af5950c415b711e968bddf97722613f59b,UP!,Forrest Frank;Connor Price,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,2b3ec2e926334f17703465c67780675b1b52074b4ac24de614c2f48e55eaca29,倒数,G.E.M. 邓紫棋,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,2b3ec2e926334f17703465c67780675b1b52074b4ac24de614c2f48e55eaca29,倒数,G.E.M. 邓紫棋,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,371679ec5b2a678e732e55c902c5de649082bb69ee9fc950e4015b8b20d23563,光年之外,G.E.M. 邓紫棋,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,371679ec5b2a678e732e55c902c5de649082bb69ee9fc950e4015b8b20d23563,光年之外,G.E.M. 邓紫棋,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,e21f8c4a654e70eaca572a3b6b4fcd5771e472094565be4d7857c7f5bb57a882,唯一,G.E.M. 邓紫棋,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,e21f8c4a654e70eaca572a3b6b4fcd5771e472094565be4d7857c7f5bb57a882,唯一,G.E.M. 邓紫棋,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,4223ed1913a972011adece9b2d4efdf90361625c15d7dd1c96009c4bde83f0fb,超能力,G.E.M.邓紫棋,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,4223ed1913a972011adece9b2d4efdf90361625c15d7dd1c96009c4bde83f0fb,超能力,G.E.M.邓紫棋,BPM not analyzed.,Generate embedding when library grows
high,partial_tags,7fe8946007c1acb4c7d754bd35cfee931adb1affec3348eaec45a206ec577308,句号,G.E.M.邓紫棋,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,7fe8946007c1acb4c7d754bd35cfee931adb1affec3348eaec45a206ec577308,句号,G.E.M.邓紫棋,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,7fe8946007c1acb4c7d754bd35cfee931adb1affec3348eaec45a206ec577308,句号,G.E.M.邓紫棋,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,7fe8946007c1acb4c7d754bd35cfee931adb1affec3348eaec45a206ec577308,句号,G.E.M.邓紫棋,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
medium,missing_bpm,64e61a7d8b333163733b3aacc3fec8454b27745d046b14bb46bd4d5e01d5b19a,abcdefu (Explicit),GAYLE,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,64e61a7d8b333163733b3aacc3fec8454b27745d046b14bb46bd4d5e01d5b19a,abcdefu (Explicit),GAYLE,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,294d8cfc8fea820f49fd58f31d91135e3c5f9e287151abaff314dc09c45720f4,Heat Waves,Glass Animals,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,294d8cfc8fea820f49fd58f31d91135e3c5f9e287151abaff314dc09c45720f4,Heat Waves,Glass Animals,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,7fed4b70bd4f6cfe40815cf6625eb812d138a67c0c09a37051036e56e6cdb948,Somebody That I Used to Know,Gotye;Kimbra,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,7fed4b70bd4f6cfe40815cf6625eb812d138a67c0c09a37051036e56e6cdb948,Somebody That I Used to Know,Gotye;Kimbra,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,17aa59ceff0c3686f9911a0d22c86acb9375aefaa693992b1e3a622566423b67,Die 4 Me,Halsey,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,17aa59ceff0c3686f9911a0d22c86acb9375aefaa693992b1e3a622566423b67,Die 4 Me,Halsey,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,9ebc7fe590b2913879615f8115c3b246b2378009d887905e60297d92b310f608,"I am not a woman, I'm a god",Halsey,BPM not analyzed.,Run Essentia/librosa analysis pipeline
